region,name,address,phone,hours,is_24h,has_night,has_sunday,has_holiday,,
전라도,미래종합동물병원,전북 익산시 무왕로 1132,063-833-7582,"월, 화, 목, 금 09:30 - 18:00
수 14:00 - 18:00
토 09:30 - 12:00
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
전라도,전북대학교전북동물의료센터,전북 익산시 고봉로 79,063-850-0970,"매일 00:00 - 24:00

휴게시간 12:00 - 13:30",TRUE,TRUE,TRUE,TRUE,,
광주,수완종합동물병원,광주 광산구 장신로 164,062-959-0975,"평일 09:30 - 18:30
토 09:30 - 16:30
일요일 휴무

휴게시간 12:00 - 13:00",FALSE,FALSE,FALSE,FALSE,,
광주,첨단우리동물병원,광주 광산구 첨단내촌로70번길 108-9 1층,062-972-6675,"평일 09:30 - 19:00
토 09:30 - 15:00
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
광주,노아종합동물병원,광주 남구 대남대로 407,062-363-4860,"평일 09:30 - 18:00
토 09:30 - 18:00
목, 일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,TRUE,,
광주,말바우동물병원,광주 북구 동문대로 79,062-262-5535,"월, 수, 금 10:00 - 18:30
화, 목 10:00 - 21:00
토 08:30 - 12:00
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,TRUE,FALSE,FALSE,,
광주,닥터남동물병원,광주 서구 염화로 97 닥터남동물병원,062-236-0575,"평일 09:30 - 19:00
토 09:30 - 16:30
일요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,FALSE,FALSE,,
광주,광주본동물병원,광주 서구 경열로 10,0507-1326-8575,"평일 09:00 - 19:00
토 09:00 - 15:30
일요일 휴무

휴게시간 13:00 - 14:00",FALSE,FALSE,FALSE,FALSE,,
제주,제주키움동물병원,제주 제주시 중앙로 273 나라키움 복합관사 106호,064-725-7579,"월, 화, 목, 금 09:30 - 20:00
토 09:30 - 20:00
일 09:30 - 14:00
수요일 휴무

휴게시간 12:30 - 13:30",FALSE,FALSE,TRUE,TRUE,,
제주,튼튼동물병원,제주 제주시 중앙로 351,0507-1457-7583,"평일 09:00 - 19:00
토 09:00 - 19:00
일 10:00 - 17:00

휴게시간 12:30 - 13:30",FALSE,FALSE,TRUE,TRUE,,
제주,한라동물종합병원,제주 제주시 고마로 37,064-753-0880,"평일 09:00 - 18:00
토 09:00 - 18:00
일요일 휴무

휴게시간 12:00 - 13:30",FALSE,FALSE,FALSE,FALSE,,
